Name,Rating,Date,Review,Sentiment,Processed_Review
Fina Zakiyah,4,3 tahun lalu di,"tempat enak, namun ada beberapa fasilitas kamar yang kurang seperti ac kurang dingin, untuk perlatan minum tidak sediakan sendok untuk buat teh atau kopi, korden sobek. tolong lebih diperhatikan untuk fasilitas kamarnya.",1,enak fasilitas kamar ac dingin lat minum sedia sendok teh kopi korden sobek tolong perhati fasilitas kamar
Atus Syakiroh,5,setahun lalu di,Cukup memuaskan dengan lokasi yang dekat dengan masjid jogokaryan.. Kamar nyaman dan area outdoor yang juga cukup menyenangkan,1,muas lokasi masjid jogokaryan kamar nyaman area outdoor senang
Sabrina Umi Khabibah,3,4 tahun lalu di,"Hotelnya bersih, sejuk dan harumnya khas aromaterapi.
Lahan parkir tidak terlalu luas, makanan rasanya standar, pelayanan ramah dan membantu. â¦",-1,hotel bersih sejuk harum khas aromaterapi lahan parkir luas makan standar layan ramah bantu 
Putri Oktavianty,4,4 tahun lalu di,Makanan lauknya waktu saya menginap tidak begitu banyak. Rasa mienya standart aja tapi ikannya lumayan enak. Ada bubur ayam dan ada sop sayur utk sopnya kurang berasa kuahnya hanya ada rasa sayur. Tapi dessertnya ENAKKK dan bakwannya walaupun isinya cuma kol tapi enakkk overall 8/10 utk makanan di hotel ini :),1,makan lauk inap mienya standart aja ikan lumayan enak bubur ayam sop sayur utk sop asa kuah sayur dessertnya enakkk bakwan isi kol enakkk overall 810 utk makan hotel
Dee Novila,5,3 tahun lalu di,"Hotel Lynn By Horison Yogyað
Hi D'Travelers, mau riview dikit nih^^
Jadi kemarin pas Trapelokah ada big sale , dapat harga yang OMG murmer utk hotel â¦",1,hotel lynn by horison yogya hi d riview dikit nih kemarin pas trapelokah big sale harga omg murmer utk hotel 
Hadriani Putri,5,4 tahun lalu di,"Pertama kalinya ke Yogyakarta dan menginap di Lynn Hotel, menurut saya hotel ini sangat bagus. Lokasi hotel strategis, tempat wisata, hiburan dan tempat bersejarah jaraknya dapat dijangkau dari hotel ini. â¦",1,kali yogyakarta inap lynn hotel hotel bagus lokasi hotel strategis wisata hibur sejarah jarak jangkau hotel 
Reza Akbar,5,2 tahun lalu di,"Konsep Halal Bi Halal yang hemat dan seru bersama Lynn Hotel. Dengan harga makanan All u Can Eat yang terjangkau, kita bisa mendapatkan makanan yang mewah dan lengkap di tepi kolam renang. Sangat cocok untuk anak-anak yang ingin berenang dan Orangtua yang bercengkrama bersama di tepi kolam",1,konsep halal bi halal hemat seru lynn hotel harga makan all u can eat jangkau makan mewah lengkap tepi kolam renang cocok anakanak renang orangtua bercengkrama tepi kolam
O C I D,4,2 tahun lalu di,"Pelayanannya ramah, kamar yg ditempati juga nyaman, fasilitas lengkap. Ada poolnya walaupun ramai pengunjung tp okelah. Dapat harga promo yang cukup terjangkau untuk hotel sekelas ini. Thank you ðð½ â¦",1,layan ramah kamar yg tempat nyaman fasilitas lengkap poolnya ramai unjung tp oke harga promo jangkau hotel kelas thank you  
Bagas Radikananto,2,setahun lalu di,"Maaf kurang memuaskan

Ac tidak dingin. â¦",-1,maaf muas ac dingin 
Aprilia Gita Savitri,5,5 tahun lalu di,"Pengalaman menginap yang sangat menyenangkan. Fasilitas kamar dan pelayanan yang sangat memuaskan. Kamar tertata rapi, bersih gak lembab, wangi. Toiletnya juga bersih. Pelayanan sangat ramah dan cepat tanggap. Toiletries tersedia lengkap. â¦",1,alam inap senang fasilitas kamar layan muas kamar tata rapi bersih gak lembab wangi toilet bersih layan ramah cepat tanggap toiletries sedia lengkap 
Nurman Syah,4,setahun lalu di,"Secara keseluruhan sih udah bagus, cuma sarapan nasi goreng dan mie nya dingin, jadi nikmat nya berkurang, pdhl rasanya udah pas. Dan itu masih jam 7 pagi lho",1,sih udah bagus sarap nasi goreng mie nya dingin nikmat nya kurang pdhl udah pas jam 7 pagi lho
muh dian perdana,5,setahun lalu di,"Kamarnya standard hotel lah seperti biasanya. Layanannya oke, pegawainya ramah.
Lokasi cukup strategis, 15 menit dari Malioboro.
Jangan lupa mampir di Masjid Jogokariyan.",1,kamar standard hotel layan oke pegawai ramah lokasi strategis 15 menit malioboro lupa mampir masjid jogokariyan
Ainul Mardhiah,5,5 tahun lalu di,Saya di kamar 412 dengan harga 250 pesan lewat agoda dapat kamar yang nyaman dan bersih. â¦,1,kamar 412 harga 250 pesan agoda kamar nyaman bersih 
herry suprianto,3,3 tahun lalu di,"Kamar lumayan, hanya sarung bantal nya kekecilan (bantal keluar), lantai kmr mandi air menggenang.. Lainnya/Kebersihan/kolam renang/pelayanan...ok.",-1,kamar lumayan sarung bantal nya kecil bantal lantai kmr mandi air genang lainnyakebersihankolam renangpelayananok
Eko Kus Prasetyo,5,setahun lalu di,"Saya menginap dg kluarga, anak2 senang sekali dg pngalaman berenang, sarapan cukup variatif. Lokasi jg nudah dijangkau.",1,inap dg kluarga anak2 senang dg pngalaman renang sarap variatif lokasi jg nudah jangkau
M Febi Trihandoko (OmSweby),5,10 bulan lalu di,Makanan nya doang yg monoton setelah beberapa hari menginap disini,1,makan nya doang yg monoton inap
Muhammad Hanif Ibrahim,5,3 bulan lalu di,Ada kolam renangnya,1,kolam renang
Dian Agung,4,3 tahun lalu di,"Tempat tidur nyaman. Pencahayaan kamar tidak memiliki lampu utama yang terang, nyaman untuk tidur tetapi tidak untuk mengerjakan tugas. Wifi masih oke untuk streaming video tetapi putus putus sewaktu dipakai voice call. Jika anda tipe yang suka nonton tv di kamar, sayangnya hanya tersedia siaran nasional, itupun jumlahnya masih terbatas",1,tidur nyaman cahaya kamar milik lampu utama terang nyaman tidur tugas wifi oke streaming video putus putus pakai voice call tipe suka nonton tv kamar sayang sedia siar nasional itu batas
aks âë¼ë¼â rara,5,setahun lalu di,"ke sini buat bukber, harga bersahabat, menu nya juga variasi sesuai budget nya, dan rasanya enak-enak, ruangannya bersih, pelayanan oke",1,bukber harga sahabat menu nya variasi sesuai budget nya enakenak ruang bersih layan oke
Setya Wardana,5,5 tahun lalu di,"Pas kesini cuma buat menghadiri acara yg diadain sama tempat kerja, jd belum tahu pasti tentang fasilitas kamar dan suasana menginap. Waktu itu pake conference room yg berseberangan langsung dg swimming pool. Room nya minimalis sih dg â¦",1,pas kesini hadir acara yg diadain kerja jd fasilitas kamar suasana inap pake conference room yg berangan langsung dg swimming pool room nya minimal sih dg 
untung sugiarto,3,2 tahun lalu di,"Sy Dateng jam 12 siang niat y mau liaht kmry dlu,tp kmr LG d bersihin dan Bru bisa chek in jam 2,jd sy balik pas jam 2,pas sy mau masuk d DPN kamar ada piring,magkok kotor beks tpi seblmnya dan waktu lihat kmaar ya ð¥² haduh gelap â¦",-1,sy dateng jam 12 siang niat y liaht kmry dlutp kmr lg d bersihin bru chek in jam 2jd sy pas jam 2pas sy masuk d dpn kamar piringmagkok kotor beks tpi seblmnya lihat kmaar ya  haduh gelap 
si jelo michaelangelo,4,6 tahun lalu di,"Tempatnya lumayan, kolam renang ada ditengah2 hotel, menyenangkan. Tempatnya bukan dipinggir jalan besar (jln parang tritis)  tapi mudah diakses. Parkir mobil ada di basement tapi gak banyak sekitar 10 mobil, sisanya didepan hotel dan terbuka, kalau hujan??? Kamarnya gak luas luas amat tetapi lumayanlah. Air panas nya enak.",1,tempat lumayan kolam renang ditengah2 hotel senang tempat pinggir jalan jln parang tritis mudah akses parkir mobil basement gak 10 mobil sisa depan hotel buka hujan kamar gak luas luas lumayan air panas nya enak
Hafidz Prasetya,5,2 tahun lalu di,LYNN Hotel by Horison truly chain by MGM. Located in attractive destination of Jogjakarta. The hotel is characterized by its own regional Javanese culture and the special local Javanese characteristic of service. Its only takes about 15 â¦,1,lynn hotel by horison truly chain by mgm located in attractive destination of jogjakarta the hotel is characterized by its own regional javanese culture and the special local javanese characteristic of service its only takes about 15 
Winta Dewi Yudhantari,3,3 tahun lalu di,"Harga publish superior 200 ribu per night. Tapi dlm kamar ga dapat kopi teh gula, ga dikasih tissue kecuali tissue toilet. Pesan 2 kamar buat 4 orang dikasih sendal cuma sepasang per kamar. Ada kolam renang. Di depannya ada warung makan. Sebelahnya pom bensin. Lumayan kalo cuma buat istirahat sebentar",-1,harga publish superior 200 ribu night dlm kamar ga kopi teh gula ga kasih tissue kecuali tissue toilet pesan 2 kamar 4 orang kasih sendal pasang kamar kolam renang depan warung makan belah pom bensin lumayan kalo istirahat sebentar
aa hhh,3,4 tahun lalu di,"Untuk bintang 3 sih ini standartnya agak kurang ya. Order lebih dari 20 kamar ada yang dapet air mineral qda yang nggak dapet, sarapannya standart buffe kurang oke hanya nasi mie oseng buncis dan ikan mangut. Pilihan juga ng banyak hanya â¦",-1,bintang 3 sih standartnya ya order 20 kamar dapet air mineral qda nggak dapet sarap standart buffe oke nasi mie oseng buncis ikan mangut pilih ng 
Alvi Rachman,5,2 tahun lalu di,"Bagi para pelancong atau turis yang ingin mendapatkan hotel dengan tempat yang strategis, lynn hotel yogya adalah jawabannya karena didekat hotel itu sendiri ada superindo yang hanya bisa dijangkau dengan jalan kaki, disamping hotel â¦",1,lancong turis hotel strategis lynn hotel yogya jawab dekat hotel superindo jangkau jalan kaki samping hotel 
Someone Hehe,4,3 bulan lalu di,Minus tv nya doang,1,minus tv nya doang
Bakoel Palugada,3,3 tahun lalu di,"Kamarnya bersih, lumayan besar, dapat view kolam renang, tapi sayang klosetnya menghadap ke kiblat, jadi semalam aja nginepnya, besoknya pindah hotel",-1,kamar bersih lumayan view kolam renang sayang kloset hadap kiblat malam aja nginepnya besok pindah hotel
Yana Roester,3,3 tahun lalu di,untuk kebersihan kamar mandi di room 410 itu gak bagus kotor . di room 410 gak ada kopi teh dan gula . gak ada sendok kecil juga . cuma adanya pemanas airnya saja dan free air mineral  . tissue di ruangan gak ada . jadi harus pake tisue toilet . untuk proses check in dan check out sangat bagus cepat . parkiran luas .,-1,bersih kamar mandi room 410 gak bagus kotor room 410 gak kopi teh gula gak sendok panas air free air mineral tissue ruang gak pake tisue toilet proses check in check out bagus cepat parkir luas
Sugeng Budiharsono,5,4 tahun lalu di,"Lynn Hotel by Horison terletak di sebelah selatan pusat kota ( Malioboro dan Keraton Yogyakarta). Terletak di Jalan Jogokaryan dan berada sekitar 200 meter dari Masjid Jogokaryan yang terkenal di Indobesia, sebagai masjid yang tidak terlalu â¦",1,lynn hotel by horison letak belah selatan pusat kota malioboro keraton yogyakarta letak jalan jogokaryan 200 meter masjid jogokaryan kenal indobesia masjid 
Mama Nur,1,4 tahun lalu di,"Saya pastikan ini terakhir kali saya menginap disini. Pelayanan sangat buruk. Datang ke hotel pkl 14.30, disuruh nunggu alesan spv ngecek kamar dan itu selama 30menit. Belum masuk kamar, ada banyak rombongan bus datang. Feeling udah gak â¦",-1,pasti kali inap layan buruk hotel pkl 1430 suruh nunggu alesan spv ngecek kamar 30menit masuk kamar rombong bus feeling udah gak 
Brian Damara,4,7 bulan lalu di,"Nice , bersih ,pelayanan good
Jauh dari kmacetan kota .",1,nice bersih layan good kmacetan kota
Rara jalan jalan,2,setahun lalu di,Saat saya study tour saya menginap di Lyn hotel dan saat itu ada kond*m di closet kamar teman saya dan di kamar saya ada kecoa kecil 2,-1,study tour inap lyn hotel kondm closet kamar teman kamar kecoa 2
Yusuf Wahyudi,5,11 bulan lalu di,"Nginep disini waktu bulan puasa 2023, seru nya ya bisa cari takjil di kampung ramadhan sepanjang jalan ya.",1,nginep puasa 2023 seru nya ya cari takjil kampung ramadhan jalan ya
149_ Gede Prananda,4,setahun lalu di,untuk kamar nya sprei dan selimut terlihat kotor dan banyak sobekan tapi untuk breakfast lunch nya rasanya enakkk bangett,1,kamar nya sprei selimut kotor sobek breakfast lunch nya enakkk bangett
Desy,4,5 tahun lalu di,"Overall pelayanan serta kamarnya oke. Hanya saja wifi di kamar sangat lambat sehingga kami tidak menggunakan wifi. Kalau tidak untuk perjalanan bisnis menurut saya tidak terlalu mengganggu, tapi jika untuk keperluan bisnis kelancaran wifi â¦",1,overall layan kamar oke wifi kamar lambat wifi jalan bisnis ganggu perlu bisnis lancar wifi 
vani sfd,4,2 tahun lalu di,Bukber dsni murah. Menunya ya ssuai lah. Tp rasa lumayan. Pelayanan bagus ramah2. Mushola panas.loby puanas.. ga tau knp gini ya.. lokasi area macet tp strategiss..,1,bukber dsni murah menu ya ssuai tp lumayan layan bagus ramah2 mushola panasloby puanas ga tau knp gin ya lokasi area macet tp strategiss
Priss Ayun,5,4 tahun lalu di,"Kebetulan ke sini buat prenatal yoga,  ruangan yang digunakan luas,  nyaman banget buat yoga,  cukup luas dan nggak sempit jadi masih leluasa buat yoga.  Untuk parkirannya cukup sempit,  liftnya oke,  fasikitas seperti mushola juga bagus, â¦",1,prenatal yoga ruang luas nyaman banget yoga luas nggak sempit leluasa yoga parkir sempit lift oke fasikitas mushola bagus 
Imam Machfut,4,3 tahun lalu di,"Lumayan sih mnurut saya hotel LYnn ini,cuma sedikit heran aja waktu pertama masuk kamar minuman yg di sediakan cuma air mineral,kgk ada yg namanya tea sachet or coffe or sugarð â¦",1,lumayan sih mnurut hotel lynn inicuma heran aja masuk kamar minum yg sedia air mineralkgk yg nama tea sachet or coffe or sugar 
Kiki Widyaningsih,2,4 tahun lalu di,"Kami menginap disini hanya keluarga kecil. Kebetulan berbarengan dg rombongan bis. Kami masuk jam 12 tengah malam.
-Diberikan kamar dipojok,yg sepertinya tdk dipelihara kebersihannya. â¦",-1,inap keluarga bareng dg rombong bis masuk jam 12 malam kamar dipojokyg tdk pelihara bersih 
campus channel,5,3 tahun lalu di,"Pada saat ke sini dapat promo dari tiket, jadi mungkin harga pada saat saya ke sana dan skrng beda. Untuk pasilitas nya bagus, karyawan hotel nya ramah semua pada saat berpapasan mareka sopan. Dan ada kolam renang buat pengunjung hotel.",1,promo tiket harga skrng beda pasilitas nya bagus karyawan hotel nya ramah papas mareka sopan kolam renang unjung hotel
Atiwa Mandiri,2,2 tahun lalu di,"Kamar mandinya kotor, didalam kamar didalam tissue di kasurnya juga tidak ada guling, lorong depan kamar juga tidak ada karpet jadi kalau ada orang lewat berisik..",-1,kamar mandi kotor dalam kamar dalam tissue kasur guling lorong kamar karpet orang berisik
muhammad makmun,4,4 tahun lalu di,"Dekat masjid Jogokaryan (alasan menginap disini). Staff ramah, kamar bersih, toilet lumayan bersih, ga ada sikat gigi & odol. wellcome drink ga ada kopinya, hanya teh, gula putih, brown sugar, creamer. Handuk nya harus segera di ganti karena sudah tidak layak. Makanan lumayan sekedar untuk sarapan.",1,masjid jogokaryan alas inap staff ramah kamar bersih toilet lumayan bersih ga sikat gigi odol wellcome drink ga kopi teh gula putih brown sugar creamer handuk nya ganti layak makan lumayan dar sarap
Bernadetha Ajeng Tresnaningsih,5,2 tahun lalu di,"Mba resepsionis nya ramah, check in cepet, parkiran luas ada basement, kamar cukup nyaman, teh kopi air mineral ada, sandal ada, sabun sampo sikat gigi ada, handuk sprei lumayan bersih, kolam renang bersih,, terima kasih pelayanannya lynn hotel",1,mba resepsionis nya ramah check in cepet parkir luas basement kamar nyaman teh kopi air mineral sandal sabun sampo sikat gigi handuk sprei lumayan bersih kolam renang bersih terima kasih layan lynn hotel
Simade Channel,5,3 tahun lalu di,"LYNN Hotel adalah sebuah pilihan yang sempurna untuk menginap yang membuat anda merasa nyaman untuk tinggal karena letaknya di kota Yogyakarta yang merupakan jantung pariwisata, pusat belanja, hiburan dan tempat wisata kuliner dan â¦",1,lynn hotel pilih sempurna inap nyaman tinggal letak kota yogyakarta jantung pariwisata pusat belanja hibur wisata kuliner 
Anindita amrina rasyada,4,5 tahun lalu di,"Lokasi cukup strategis, dekat dengan mesjid jogokariyan, dan alun-alun selatan, di sebelahnya ada atm BRI ada spbu juga. Kalau malam banyak yg jualan di luar hotel, memudahkan bagi yang ingin mencari makan. Parkiran luas, ruang tunggu juga luas, seperti hotel mewah, kamar bersih dan ada kolam renang.",1,lokasi strategis mesjid jogokariyan alunalun selatan belah atm bri spbu malam yg jual hotel mudah cari makan parkir luas ruang tunggu luas hotel mewah kamar bersih kolam renang
christian santoso,5,8 bulan lalu di,Mungkin menu break fast kurang menarik terutama untuk anak2,1,menu break fast tarik anak2
Abdi Nurdiansyah,1,4 tahun lalu di,"Handuk nya lebih parah daripada keset, robek nya bisa dilihat di gambar. Staff room service sangat tidak sopan atau kurang ajar, keset di kamar belum diberikan tapi staff tidak percaya dan memaksa mengecek masuk kamar mandi padahal sudah dikatakan ada orang tua saya sedang mandi tapi tetap masuk. Sangat kurang ajar sekali.",-1,handuk nya parah keset robek nya gambar staff room service sopan ajar keset kamar staff percaya paksa ecek masuk kamar mandi orang tua mandi masuk ajar
anisa ayu,5,3 tahun lalu di,"Tempatnya strategis, interior nya bagus, bangunannya keren sih menurutku... pelayanannya ya lumayan lah... Cuman pas kemarin nginep disana, dapet kamar lumayan agak belakang, jadi kerasa sepi banget, kayak satu lantai itu cuman aku yg pake... Tp untuk keseluruhan oke",1,tempat strategis interior nya bagus bangun keren sih turut layan ya lumayan cuman pas kemarin nginep sana dapet kamar lumayan rasa sepi banget kayak lantai cuman yg pake tp oke
Muhammad Ridho,4,5 tahun lalu di,"Sebenarnya hampir tidak ada yang bisa saya keluhkan dari pengalaman menginap di LYNN Hotel Yogyakarta by Horison. Staf yang sigap, ramah, dan hangat menjadi kesan yang paling melekat. Dua malam di sini rasanya sudah seperti di keluarga â¦",1,keluh alam inap lynn hotel yogyakarta by horison staf sigap ramah hangat kesan lekat malam keluarga 
Kokoh Handoko,4,4 tahun lalu di,Hotelnya nyaman dan bersih walaupun memang tampilan agak tua. Stafnya ramah dan sangat membantu. Namun ada sedikit kekurangan yaitu jaringan TVnya kurang jernih dan menu sarapan nya boleh dikatakan biasa saja untuk hotel berbintang. Selain itu sudah baik. Nice...,1,hotel nyaman bersih tampil tua staf ramah bantu kurang jaring tvnya jernih menu sarap nya hotel bintang nice
Sigit Mirawan,3,4 tahun lalu di,"Harga tergolong mahal dibanding apa yg kita dapatkan, tp ada kolam renangnya dan gym. Kebersihan dan pelayanan bagus. Sayangnya begitu masuk kamar, pengharum ruangan terlalu keras aromanya, jadi sesak dan pedih di mata, apalagi jendela tidak dapat dibuka, jadi harus buka pintu dan ngipasÂ² angin keluar pakai bantal.",-1,harga golong mahal banding yg dapat tp kolam renang gym bersih layan bagus sayang masuk kamar harum ruang keras aroma sesak pedih mata jendela buka buka pintu ngipas angin pakai bantal
anieta saktie,4,2 tahun lalu di,"Di sini cuma numpat rapat aja, ruang rapat nyama, AC adem, fasilitas oke .. ada air putih, permen, kertas, pensil .. proyektor .. Toilet juga bersih. Ada kolam renang. Untuk menu makanan belum lihat beragam menu, tetapi untuk menu kemarin, menurut saya rasa kurang nendang.",1,numpat rapat aja ruang rapat nyama ac adem fasilitas oke air putih permen kertas pensil proyektor toilet bersih kolam renang menu makan lihat agam menu menu kemarin nendang
Dendy Aqila agata,4,4 tahun lalu di,"Hotel ini sudah termasuk kategori hotel yang cukup nyaman, lokasi yang strategis, dekat dengan pusat perbelanjaan, pengisian bbm dan tempat ibadah umat muslim,
Dari luar memang hotel ini terlihat seperti hotel- hotel lainnya, tetapi saat â¦",1,hotel kategori hotel nyaman lokasi strategis pusat belanja isi bbm ibadah umat muslim hotel hotel hotel 
Fandhy Aria Perdana,4,6 tahun lalu di,"Unuk lokasi dekat dengan Jalan Prawirotaman yang terkenal dengan daerah yang banyak terdapat turis-turing asing dan juga kehidupan malam. Untuk Kamar saya mengambil tipe Deluxe yang memiliki ukuran cukup besar, bersih dan nyaman, namun â¦",1,unuk lokasi jalan prawirotaman kenal daerah turisturing asing hidup malam kamar ambil tipe deluxe milik ukur bersih nyaman 
Prawestri Rahayu,5,5 tahun lalu di,"Sangat puas dengan pelayanan dan fasilitas hotel. Di dalam kamar terdapat loker dan kulkas. Di kamar mandi terdapat hair dryer. Kasurnya empuk, sepreinya wangi. Ada kolam renangnya jg. Pesan lewat traveloka tgl 30 juli cuma 275.000 (tidak â¦",1,puas layan fasilitas hotel kamar loker kulkas kamar mandi hair dryer kasur empuk seprei wangi kolam renang jg pesan traveloka tgl 30 juli 275000 
The dare Devil,1,3 tahun lalu di,"Kamar kecil, ga cocok untuk tempat menginap keluarga, acnya payah, 16 derajat tapi tidak dingin, sudah minta tolong di cek tetapi teknisi ga dateng dateng, lokasi tidak strategis, tidak ada mesin pembuat kopi, hanya diberikan mineral water,",-1,kamar ga cocok inap keluarga acnya payah 16 derajat dingin tolong cek teknisi ga dateng dateng lokasi strategis mesin buat kopi mineral water
Thony Fathony,3,2 tahun lalu di,"Lumayan lah ...hanya ada kekurangan menurut saya
- AC ngak dingin
- Kamar penerangan kurang terang jika dibuat bekerja kurang nyaman
- Staaf kurang ramah",-1,lumayan kurang ac ngak dingin kamar terang terang nyaman staaf ramah
Reifito Akmal,5,3 tahun lalu di,"tempatnya bagus nyaman bersih juga,menu nya bervariasi,mempunyai tempat parkir,menu makanan setiap harinya bervariasi,kamar hotel nyaman,toilet bersih ,pelayanan nya sangat baik,mempunyai kolam renang dan ruang meeting",1,tempat bagus nyaman bersih jugamenu nya bervariasimempunyai parkirmenu makan hari bervariasikamar hotel nyamantoilet bersih layan nya baikmempunyai kolam renang ruang meeting
Yani,4,4 tahun lalu di,"Kamarnya lumayan bagus. Sayangnya pas dikamarku, per-kasur nya sdh agak kendor jd mentul2 ðð. Tidur disini tgl 9-10 nov 19 bersama rombongan satu bus. Pelayanan nya baik dan cepat. â¦",1,kamar lumayan bagus sayang pas kamar kasur nya sdh kendor jd mentul2  tidur tgl 910 nov 19 rombong bus layan nya cepat 
Nonie Elisabeth,1,2 tahun lalu di,Dalam pelayanan staff kurang baik untuk yang sekarang.  Kurang sopan. Dan tidak profesional. Ketus dan tidak ramah .sangat disayangkan hotel nya trjngkau fasilitas ada tp kinerja staff kurang mendukung dalam segi pelayanan ke konsumen,-1,layan staff sopan profesional ketus ramah sayang hotel nya trjngkau fasilitas tp kerja staff dukung segi layan konsumen
della giauw,2,2 tahun lalu di,"Kamar terlalu kecil, booking room non smoking, ktanya sdh full jd dikasi yg smoking begitu masuk bau rokoknya parah banget n pengap sekali, suami lngsung complain hrs ganti kmar krn ada anak kecil eh ternyata malah bisa ganti ke kmr yg non â¦",-1,kamar booking room non smoking ktanya sdh full jd kasi yg smoking masuk bau rokok parah banget n pengap suami lngsung complain hrs ganti kmar krn anak eh ganti kmr yg non 
S P,4,5 tahun lalu di,"Bangunan baru. Lobby cukup besar, dilengkapi kolam renang. Parkir cukup luas ada basement dan parkir lobby. Pelayanan ramah. Ukuran kamar tidak terlalu sempit. Fasilitas lingkungan sekitar cukup lengkap tersedia spbu, superindo, dan masjid berjarak sekitar 100 m.",1,bangun lobby lengkap kolam renang parkir luas basement parkir lobby layan ramah ukur kamar sempit fasilitas lingkung lengkap sedia spbu superindo masjid jarak 100 m
Uen,5,5 tahun lalu di,"Service oke,  kamar bersih,  kamar mandi ada sekat nya jadi air ga bleberean kemana2. Air shower lancar banget.  Sukak.  Sarapannya macem2. Cuma apes nya bareng rombongan norak teriak2 tengah malam,  pencet2 bel kamar orang ga jelas.  Mungkin mereka datang dari planet lain.",1,service oke kamar bersih kamar mandi sekat nya air ga bleberean kemana2 air shower lancar banget sukak sarap macem2 apes nya bareng rombong norak teriak2 malam pencet2 bel kamar orang ga planet
Suseno mahardiko,2,2 tahun lalu di,"Buffet sarapan terbatas, prasmanan tapi dilayani dan dibatasi pengambilannya, makanan super standar, buah cuma ada satu melon itupun dikerubungi lalat buah, I am okay with it, but only for 1 star hotel, please fix it, I love you â¦",-1,buffet sarap batas prasmanan layan batas ambil makan super standar buah melon itu rubung lalat buah i am okay with it but only for 1 star hotel please fix it i love you 
Culinary Hunter,5,5 tahun lalu di,"Nyaman.. kamarnya luas, kebersihan terjaga.. sangatlah worth it dengan harganya ð pelayanannya sangatlah ramah.. terkesan juga dengan pelayanannya yg excellent, makanan lumayan enak.. harga2 makanan standardlah.., krna porsi memang besar. â¦",1,nyaman kamar luas bersih jaga worth it harga  layan ramah kes layan yg excellent makan lumayan enak harga2 makan standardlah krna porsi 
Indra Ari Mujiono,4,5 tahun lalu di,"Staf ramah, bangunan sedikit aga tua klo di kamar nya, makanan standar, kamar nya saling menghadap udah kaya di rumah susun, buka jendela sedikit keliatan sama tamu yg lain, jd agak kurang privasi aja si. Dan kolam renang nya di tengah bangunan, jd ya klo renang siap2 aja di tonton dari sudut kamar",1,staf ramah bangun aga tua klo kamar nya makan standar kamar nya hadap udah kaya rumah susun buka jendela liat tamu yg jd privasi aja si kolam renang nya bangun jd ya klo renang siap2 aja tonton sudut kamar
Dwi Setiawan,2,setahun lalu di,"Baru datang, langsung sering bersin (mungkin ruangan rada berdebu), menu breakfast biasa aja: bihun rada apek, nasi goreng biasa aja, dan pilihan sedikit.",-1,langsung bersin ruang rada debu menu breakfast aja bihun rada apek nasi goreng aja pilih
danish1289,5,4 tahun lalu di,"Suami bikin surprise utk anniversary kami dan staf disini responnya sngt baik, very helpful. Mrk dekor kamar km dg spesial, dan bsknya smua staf bserta manager nya nganterin cake utk kami. What a surprise!! Thanks Lynn hotel, this is the best wedding anniversary moment ever!",1,suami bikin surprise utk anniversary staf responnya sngt very helpful mrk dekor kamar km dg spesial bsknya smua staf bserta manager nya nganterin cake utk what a surprise thanks lynn hotel this is the best wedding anniversary moment ever
Toto Widjodjono,5,9 bulan lalu di,"Tempatnya nyaman, ngopi santai okey, layanan ramah full senyum..",1,tempat nyaman ngopi santai okey layan ramah full senyum
Ariestu Satyawangsa,4,6 tahun lalu di,"Skala 1-4
Kebersihan 3 (pernah nemukan yg lebih bersih)
Breakfast 2 (kurang variasi) â¦",1,skala 14 bersih 3 nemukan yg bersih breakfast 2 variasi 
R.E Pratama,5,6 tahun lalu di,"Pelayanannya sangat memuaskan. Karyawan ny ramah. Kamarnya bagus, saya dapat view kolam renang, fasilitas kamar ny lumayan lengkap. Untuk menu lumayan enak. Untuk minus ny mungkin di lift aja, pas saya kesana cuman berfungsi satu lift.",1,layan muas karyawan ny ramah kamar bagus view kolam renang fasilitas kamar ny lumayan lengkap menu lumayan enak minus ny lift aja pas kesana cuman fungsi lift
Swastiko38,4,2 tahun lalu di,"Menyenangkan menginap di Lynn, kamar juga bersih dan kolam renang yg biru bening. Hanya saja untuk hotel sekelas Lynn horizon kamarnya banyak semutnya :D selain itu its oke",1,senang inap lynn kamar bersih kolam renang yg biru bening hotel kelas lynn horizon kamar semut d its oke
Veldan Rizkian Skyler,1,setahun lalu di,"hotelnya gak jelas nih, orang mau cek in di suruh batalin

kan kita mau istirahat udah bayar dari tiket.com malang suruh pergi coba â¦",-1,hotel gak nih orang cek in suruh batalin istirahat udah bayar tiketcom malang suruh pergi coba 
nugroho arief,5,3 tahun lalu di,"Dengan harga 150rb... Ok banget lah... Kebetulan dpt lantai 5 jadi AC nya agak lama dingin, kasur cukup luas kolam renang bersih.",1,harga 150rb ok banget dpt lantai 5 ac nya dingin kasur luas kolam renang bersih
Agung Krisnayana,5,5 tahun lalu di,"Datang dengan rombongan kunjungan industri disuguhkan wedang jahe. Pihak administrasi hotel tahu jika rombongan dikelompokkan menjadi 3 orang 1 kamar, sehingga disediakan 1 kasur lagi di dalam kamar hotel. Kamarnya bagus dan bersih terutama kamar mandinya. Plus juga buat makanan yang disajikan di hotel ini.",1,rombong kunjung industri suguh wedang jahe administrasi hotel rombong kelompok 3 orang 1 kamar sedia 1 kasur kamar hotel kamar bagus bersih kamar mandi plus makan saji hotel
